MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
6.3639,10,6.65839,1.08903,1539,3.18634,35.41,-118.94,1.43
2.569,10,4.70118,1.01442,1398,1.83224,35.4,-118.91,1.13
3.5441,14,5.98054,1.05353,1352,3.28954,35.37,-118.87,0.87
3.3462,32,5.71567,1.04716,2590,3.59223,35.37,-118.91,0.676
2.1111,20,5.33992,1.00791,762,3.01186,35.34,-118.88,1.053
2.4919,17,5.60781,1.09531,1746,2.72812,35.37,-118.92,0.757
2.6903,34,5.72922,1.05938,1558,3.70071,35.37,-118.93,0.628
2.0643,33,4.78977,1.05256,2352,3.34091,35.37,-118.94,0.576
1.8523,23,4.8087,1.09565,790,3.43478,35.37,-118.94,0.597
2.1588,34,4.79083,1.02865,1059,3.03438,35.37,-118.95,0.613
2.875,37,4.97612,1.0806,971,2.89851,35.37,-118.94,0.574
1.6728,37,5,1.10847,946,3.20678,35.37,-118.95,0.554
1.7467,41,4.60063,1.06604,1066,3.3522,35.37,-118.96,0.524
1.365,40,4.75668,1.10979,1026,3.04451,35.37,-118.96,0.543
2.774,38,4.80952,0.981859,1547,3.50794,35.39,-118.97,0.595
1.625,32,4.58249,1.22222,1483,4.99327,35.38,-118.97,0.468
1.0648,39,4.2169,1.07887,1182,3.32958,35.38,-118.98,0.5
0.9951,42,3.96321,1.19732,1038,3.47157,35.38,-118.97,0.48
1.8819,41,4.41252,1.10866,1781,3.27993,35.37,-118.97,0.58
1.375,35,4.05085,1.03148,1041,2.52058,35.38,-118.97,0.575
1.4024,26,4.33224,1.23026,1025,3.37171,35.38,-118.99,0.51
1.3451,30,4.66443,1.21141,1116,3.74497,35.38,-118.99,0.575
1.4146,22,4.31429,1.0881,1592,3.79048,35.39,-118.98,0.491
1.4786,24,4.40732,1.13415,1460,3.56098,35.38,-118.98,0.548
1.625,34,4.47368,1.08333,795,3.48684,35.38,-118.98,0.508
0.8639,28,4.28938,1.09524,1193,4.36996,35.38,-118.98,0.494
1.6009,39,5.12184,1.24598,1516,3.48506,35.39,-118.99,0.488
1.8319,36,4.21701,1.02053,1054,3.09091,35.39,-118.99,0.554
2.5083,52,5.37356,1.0977,1325,2.53831,35.39,-118.99,0.701
1.1875,29,4.24476,1.23776,476,3.32867,35.39,-118.98,0.507
1.2618,32,3.83041,0.997076,2375,3.47222,35.39,-118.98,0.469
2.2212,41,3.7875,0.975,216,2.7,35.37,-119,0.555
1.4773,36,4.78161,1.13793,814,4.67816,35.37,-118.99,0.574
1.7292,38,4.13514,0.990991,743,3.34685,35.37,-118.99,0.581
1.1638,35,4.55801,0.98895,670,3.70166,35.37,-118.98,0.579
1.4125,52,4.38144,1.2268,380,3.91753,35.37,-118.97,0.425
1.1944,44,5.04651,1.27907,274,3.18605,35.38,-119.01,0.575
1.075,52,4.38462,1,158,6.07692,35.38,-119.01,0.675
1.9125,35,2.92683,0.853659,477,11.6341,35.37,-119.01,0.475
1.4779,44,4.90083,1.12397,364,3.00826,35.37,-119.01,0.66
0.8054,52,2.90323,1.12903,36,1.16129,35.38,-119.02,0.6
1.1875,48,5.49206,1.46032,129,2.04762,35.38,-119.02,0.638
2.0455,52,3.89796,1.06122,106,2.16327,35.39,-119.02,0.725
1.7321,45,4.52518,1.02878,568,4.08633,35.37,-119.01,0.844
3,38,5.17561,0.960976,843,2.0561,35.38,-119.03,0.918
2.7312,52,6.51923,1.11538,540,2.07692,35.38,-119.03,1.471
1.6786,52,5.42599,1.32491,554,2,35.37,-119.03,1.266
2.875,44,5.39333,1.03333,667,2.22333,35.37,-119.04,0.827
2.9821,28,5.91481,1.00131,1593,2.08781,35.39,-119.03,1.187
1.8362,36,4.72506,1.0073,1051,2.55718,35.36,-119.04,0.669
3.6548,30,6.14721,1.06101,2307,3.05968,35.36,-119.05,0.847
3.3261,16,4.69969,1.09385,2261,2.35766,35.36,-119.05,1.184
4.6705,19,6.3225,1.07581,2155,2.59326,35.36,-119.07,1.107
4.5791,12,5.89927,1.02198,2966,2.71612,35.36,-119.08,1.234
4.3482,9,5.79245,1.10377,409,1.92925,35.36,-119.06,0.952
2.6513,42,5.67421,1.09276,1035,2.34163,35.37,-119.03,0.723
3.9097,41,5.01031,0.935567,977,2.51804,35.36,-119.03,0.813
3.0435,40,5.0098,1.01961,771,2.51961,35.36,-119.04,0.695
2.1818,46,5.51178,1.13805,714,2.40404,35.37,-119.04,0.753
1.7213,44,4.89435,1.12933,1521,2.77049,35.37,-119.02,0.616
2.2827,48,5.04959,1.09091,947,2.60882,35.36,-119.02,0.7
2.5062,47,5.17778,1.07937,847,2.68889,35.36,-119.02,0.737
1.9671,41,4.28739,0.998319,1342,2.25546,35.36,-119.03,0.768
1.8801,38,4.65027,1.03825,1191,3.2541,35.37,-119.01,0.578
1.6797,38,4.92761,1.04021,1203,3.2252,35.36,-119.01,0.607
1.2157,36,5.02457,1.18336,1490,2.81664,35.36,-119.01,0.57
1.056,24,4.46207,1.11264,1277,2.93563,35.36,-119.01,0.516
1.2469,33,4.77326,1.05233,579,3.36628,35.37,-119.01,0.467
0.9407,40,4.56989,1.22043,764,4.10753,35.36,-119,0.436
1.25,39,4.54822,1.10152,805,4.08629,35.36,-119,0.425
1.4015,35,4.09859,0.975352,992,3.49296,35.35,-119,0.487
1.7375,35,4.27197,1.17155,1258,5.2636,35.36,-119,0.486
0.9675,36,4.74772,1.20973,1223,3.71733,35.37,-118.98,0.471
1.6981,29,5.48018,1.17181,933,4.11013,35.36,-118.98,0.494
1.2617,15,5.31183,1.21147,1059,3.7957,35.36,-118.98,0.427
1.1136,18,4.43023,1.02907,1210,3.51744,35.36,-118.99,0.478
1.2232,31,4.40588,1.05588,1168,3.43529,35.36,-118.99,0.493
3.1281,19,5.428,1.024,1823,3.646,35.36,-118.94,0.762
2.1078,30,4.75934,1.05394,1753,3.63693,35.36,-118.95,0.547
1.9612,32,4.34322,1.09746,874,3.70339,35.37,-118.96,0.534
2.4848,35,4.76042,1.03542,1738,3.62083,35.36,-118.96,0.54
1.7197,34,4.37778,1.05714,1156,3.66984,35.37,-118.97,0.489
1.5743,31,4.54487,0.980769,1219,3.90705,35.36,-118.97,0.467
3.2738,29,6.43253,1.12384,2007,3.7098,35.32,-118.95,0.787
1.7614,21,4,1.05645,511,4.12097,35.35,-118.98,0.332
1.6632,27,4.86446,1.06928,1380,4.15663,35.35,-118.99,0.498
1.6786,36,4.07692,0.941026,1311,3.36154,35.33,-118.99,0.529
0.9288,26,4.28922,0.97549,567,2.77941,35.32,-118.99,0.366
2.2155,31,4.98469,1.21769,1969,3.34864,35.35,-119,0.621
1.1786,32,4.52098,1.10839,1109,3.87762,35.35,-118.99,0.456
2.1875,34,4.45395,1.06908,922,3.03289,35.35,-119.01,0.58
3.0208,44,6.22302,1.23381,782,2.81295,35.34,-119.01,0.637
1.983,42,4.55515,0.922794,776,2.85294,35.35,-119.02,0.633
1.9125,39,4.5303,1.12879,366,2.77273,35.35,-119.01,0.579
2.2407,38,5.21986,1.08156,670,2.37589,35.35,-119.02,0.76
2.3125,38,4.95932,0.99661,692,2.34576,35.34,-119.02,0.658
2.7256,36,5.63961,1.04708,1679,2.72565,35.34,-119.03,0.719
2.6875,34,5.24,1.06909,695,2.52727,35.35,-119.03,0.737
2.5644,31,5.23453,1.09446,817,2.66124,35.35,-119.04,0.73
3.1753,27,5.13423,1.00336,2212,2.47427,35.35,-119.04,0.85
2.575,20,4.78802,1.09524,4584,2.34716,35.35,-119.06,0.699
2.6637,14,3.92544,1.07895,1933,2.11952,35.34,-119.05,1.75
2.9438,18,4.97923,1.05212,7009,2.74647,35.33,-119.05,0.872
4.0529,17,5.64303,1.0331,1204,2.84634,35.34,-119.05,1.062
2.4123,24,4.68601,0.984073,1294,1.47213,35.35,-119.07,0.862
4.8839,16,5.80249,1.08564,1667,2.30249,35.34,-119.07,1.341
5.1036,4,5.93767,1.03116,4250,2.94321,35.33,-119.12,1.034
4.0327,5,5.28391,1.23103,1916,2.2023,35.35,-119.1,1.31
10.5941,18,7.53704,0.948148,1580,2.92593,35.34,-119.08,2.458
7.1837,20,6.60741,0.955556,331,2.45185,35.35,-119.08,1.763
8.5325,14,7.97358,0.966038,842,3.17736,35.35,-119.09,2.241
5.4449,16,6.50424,1.00847,768,3.25424,35.34,-119.08,1.185
4.1528,15,6.19328,0.987395,768,3.22689,35.34,-119.08,1.301
6.759,4,7.36142,0.995565,3121,3.46009,35.33,-119.1,1.703
5.0012,8,5.5281,1.01952,5696,2.71238,35.32,-119.08,1.063
4.997,9,6.73479,1.09125,3084,2.93156,35.33,-119.09,1.429
3.569,15,5.21004,0.985469,2355,3.11096,35.32,-119.06,0.707
3.406,13,5.02337,1.05787,4870,2.71007,35.33,-119.07,1.007
3.8117,14,5.01811,1.0143,3278,3.12488,35.33,-119.06,0.828
3.4286,34,5.88683,1.04938,1375,2.82922,35.34,-119.02,0.714
2.1553,26,4.46312,0.998791,2072,2.50544,35.33,-119.02,0.847
2.7083,21,4.49559,1.02647,1627,2.39265,35.33,-119.03,0.847
3.0486,34,5.44363,1.06863,1131,2.77206,35.34,-119.03,0.685
1.5625,36,5.20321,1.17112,613,3.27807,35.34,-119.01,0.467
1.5429,42,5.25822,1.19718,677,3.1784,35.33,-119.01,0.394
1.9417,35,4.78744,1.06763,620,2.99517,35.33,-119,0.538
2.4234,32,5.05437,1.0346,1897,3.12521,35.33,-119.01,0.637
2.75,35,5.30491,1.0646,1193,3.08269,35.33,-119.02,0.658
1.5357,35,4.8105,1.13703,1145,3.33819,35.34,-119.02,0.565
1.6575,35,5.58865,1.43617,870,3.08511,35.32,-118.99,0.595
2.9402,33,5.55062,1.0716,1461,3.60741,35.3,-118.99,0.562
1.6522,37,4.89744,1.00733,767,2.80952,35.31,-119,0.533
3.6852,3,5.69899,1.04848,1353,2.73333,35.3,-119.09,1.098
1.2,20,4.625,1.375,34,4.25,35.32,-119.04,0.5
3.4827,11,5.0721,1.04903,3525,2.54146,35.32,-119.05,0.936
4.1957,11,5.56959,0.956186,1267,3.26546,35.31,-119.04,0.927
2.5575,12,5.20268,1.04971,1294,2.47419,35.32,-119.03,1.002
3.3529,14,5.21747,1.04813,1821,3.24599,35.32,-119.02,0.826
4.0631,9,5.67786,1.04617,6241,3.2744,35.3,-119.05,0.882
4.1484,10,4.79191,0.843931,447,2.58382,35.3,-119.03,1.029
3.6369,10,5.64656,1.04504,4611,3.51985,35.3,-119.02,0.816
2.596,23,5.24784,1.03987,2717,2.9278,35.32,-119.01,0.7
2.1006,19,4.93872,1.05641,4101,2.85585,35.31,-119.01,0.748
3.9054,7,5.65526,1.05066,4893,3.21908,35.3,-119.01,0.809
2.5804,25,5.2132,1.07445,1830,3.09645,35.27,-119.07,0.979
5.1457,5,6.39592,1.02347,3269,3.33571,35.22,-119.13,1.182
3.125,6,3.80952,0.761905,66,3.14286,35.24,-119.01,0.65
2.7659,10,5.36419,1.11171,4163,3.18516,35.28,-119.01,0.775
2.35,40,3.97183,0.830986,213,3,35.24,-118.99,0.917
1.1528,32,5.10345,1.17241,242,2.78161,35.27,-118.99,1.5
3.5,24,5.92647,1.23529,323,2.375,34.82,-118.93,1.139
2.9891,18,5.96,1.38545,1338,2.43273,34.83,-118.95,1.165
3.1364,30,6.83738,1.46602,1089,2.6432,34.81,-118.95,1.235
4.5724,6,11.8655,2.17391,2006,2.72554,34.83,-119.15,1.684
3.0882,14,7.00173,1.35924,1581,2.73057,34.95,-119.16,1.482
4.0332,8,6.04762,1.32143,229,2.72619,34.82,-118.93,1.283
2.9187,21,5.02955,1.04091,1250,2.84091,35.06,-119.4,0.521
2.6389,45,5.49718,1.0339,500,2.82486,35.07,-119.45,0.3
4.15,26,5.23529,1.01176,483,2.84118,35.19,-119.42,0.682
3.0742,23,6.20259,1.12804,1993,3.23015,35.27,-119.5,0.579
3.125,36,6.44444,1.11111,39,2.16667,35.17,-119.48,0.375
2.3912,34,5.65296,1.14474,1783,2.93257,35.16,-119.45,0.529
2.8323,40,5.3868,1.05045,1998,2.58473,35.17,-119.46,0.508
2.5313,30,5.03938,1.19349,1565,2.67979,35.14,-119.46,0.458
3.9929,19,5.96866,0.982906,1973,2.81054,35.14,-119.47,0.883
3.1592,33,5.4951,1.04897,2293,2.4951,35.15,-119.45,0.754
2.3013,34,4.89796,1.05102,808,2.7483,35.13,-119.45,0.266
2.1955,46,5.69502,1.12656,1423,2.95228,35.13,-119.46,0.269
2.9952,44,5.5343,1.05535,2140,2.57521,35.13,-119.47,0.638
1.9718,32,5.5,1.06853,1301,3.30203,35.4,-119.47,0.698
2.8452,24,6.0967,1.13208,1442,3.40094,35.4,-119.42,1.047
4.4561,12,6.09487,1.02617,3018,3.29117,35.41,-119.12,0.969
3.25,22,5.78824,1.03529,451,2.65294,35.39,-119.11,0.889
4.5903,13,6.75936,1.08021,552,2.95187,35.39,-119.12,0.943
4.4125,12,6.86441,1.14044,1399,3.38741,35.41,-119.19,1.49
5.3119,6,6.97167,1.03399,3415,3.22474,35.37,-119.2,1.573
4.4196,18,5.45161,0.964158,706,2.53047,35.38,-119.12,1.21
2.9453,37,5.69359,1.09749,894,2.49025,35.38,-119.11,0.828
4.8266,13,6.74665,1.06259,2170,3.23398,35.37,-119.12,1.462
2.1635,36,5.03213,1.04016,932,3.74297,35.5,-119.18,1.104
2.2321,36,5.86567,1.44776,573,4.27612,35.52,-119.28,0.375
2.3533,39,4.84278,1.0457,1815,3.3181,35.49,-119.27,0.654
4.2375,38,5.89767,0.951163,1133,2.63488,35.5,-119.26,0.786
2.8269,34,4.28527,1.03135,796,2.4953,35.5,-119.27,0.611
3.2279,28,5.73158,0.942105,544,2.86316,35.51,-119.27,0.958
2.4044,34,5.47863,1.07977,1101,3.13675,35.5,-119.28,0.658
1.6944,28,4.21003,1.05962,3260,4.41734,35.5,-119.28,0.586
1.7105,21,4.82444,1.07333,1315,2.92222,35.5,-119.27,0.521
2.2071,34,5.71712,1.08437,1506,3.73697,35.49,-119.38,0.646
2.4961,16,5.91045,1.15299,1011,3.77239,35.6,-119.34,0.588
2.7,29,6.9863,1.15068,236,3.23288,35.55,-119.36,1.25
1.1903,13,4.40691,0.962766,1186,3.15426,35.58,-119.35,0.632
2.3934,33,5.25974,1.06169,1809,2.93669,35.59,-119.34,0.719
1.9362,33,4.21022,0.958743,1732,3.40275,35.6,-119.34,0.59
1.4619,32,4.00444,1.01185,2682,3.97333,35.6,-119.33,0.605
3.176,14,5.94967,1.09847,1497,3.27571,35.59,-119.35,0.718
1.7868,20,4.56361,1.02219,2645,3.91272,35.59,-119.33,0.541
2.1186,18,3.96135,1.15459,1345,6.49758,35.62,-119.69,0.475
2.6066,21,5.79036,1.16386,1647,3.96867,35.65,-119.77,0.8
2.5625,30,6.50442,1.21239,421,3.72566,35.76,-119.14,1.563
2.1295,15,5.1276,1.02734,3500,4.55729,35.76,-119.29,0.598
2.6726,29,7.2,1.07317,902,4.4,35.64,-119.19,0.833
2.5208,21,4.85825,1.02577,1539,3.96649,35.68,-119.24,0.585
1.8843,16,4.41475,1.03994,3078,4.72811,35.68,-119.22,0.552
2.0025,32,4.53597,1.05783,2639,3.72214,35.67,-119.24,0.547
2.7411,27,4.68421,1.05882,1346,4.16718,35.78,-119.25,0.598
1.6786,35,4.06533,0.949749,1449,3.6407,35.77,-119.25,0.565
1.6045,36,3.82295,1.07541,2175,3.56557,35.76,-119.25,0.573
1.517,36,3.83213,1.06235,1658,3.97602,35.75,-119.25,0.521
1.7418,8,4.75436,1.15843,2700,3.92442,35.79,-119.25,0.622
2.2981,35,4.65459,0.932367,1371,3.31159,35.78,-119.25,0.699
2.1806,8,4.88485,1.03939,1230,3.72727,35.78,-119.23,0.672
2.3125,31,4.77,1.01,2467,4.11167,35.79,-119.23,0.621
1.7813,28,3.37938,1.01362,1764,3.43191,35.77,-119.24,0.678
2.4044,36,5.43845,1.07083,2034,3.43002,35.77,-119.23,0.725
2.033,16,3.70521,1.07329,1914,3.11726,35.74,-119.23,0.684
4.1917,26,5.43505,0.964948,1416,2.91959,35.77,-119.23,0.84
6.2885,6,6.90945,1.10236,664,2.61417,35.47,-118.92,2.164
2.5806,20,5.56844,1.04831,1465,2.3591,35.44,-119.01,0.825
6.1563,13,6.33921,1.04405,557,2.45374,35.44,-118.93,2.042
1.8419,18,6.94627,1.91642,799,2.38507,35.74,-118.31,0.923
2.25,15,6.11215,1.25545,730,2.27414,35.68,-118.06,0.675
2.6288,23,6.42191,1.41988,1097,2.22515,35.75,-118.44,0.96
2.0694,18,6.88986,1.55797,1366,1.97971,35.72,-118.47,0.812
1.5957,18,6.32759,1.55939,986,1.88889,35.7,-118.5,1.014
1.4205,28,31.0625,8.5,98,2.04167,35.72,-118.59,0.9
3.4792,33,6.74439,1.4574,584,2.61883,35.65,-118.87,0.946
1.8369,17,6.19474,1.35263,775,2.03947,35.48,-118.23,0.594
1.5667,15,6.37849,1.43871,1007,2.16559,35.64,-118.33,0.725
2.3125,15,5.9011,1.25574,2310,2.30769,35.63,-118.41,0.969
1.4141,18,5.90769,1.35128,782,2.00513,35.62,-118.45,0.758
1.3023,17,5.26464,1.25293,927,2.17096,35.64,-118.47,0.685
1.6236,17,5.47469,1.27223,1614,2.20793,35.61,-118.48,0.673
1.8819,16,6.68649,1.46468,1802,2.23296,35.58,-118.45,0.697
2.5474,13,8.21377,2.17754,756,2.73913,35.47,-118.61,0.784
3.625,35,6.75,1.375,1870,4.3287,35.73,-117.73,0.55
2.0441,33,5.98376,1.30858,1155,2.67981,35.63,-117.66,0.421
2.8,18,5.13508,1.10507,1128,2.11632,35.65,-117.67,0.72
3.3269,15,5.26511,1.12281,1245,2.4269,35.65,-117.68,0.819
4.0167,5,4.875,1.18966,520,2.24138,35.65,-117.69,0.875
5.8625,8,6.72431,1.04261,1154,2.89223,35.64,-117.7,1.094
5.2043,15,5.55119,0.977816,1408,2.40273,35.64,-117.68,0.957
6.1935,6,6.27596,1.01484,927,2.75074,35.64,-117.67,1.157
3.0687,32,5.18555,1.11473,1613,2.2847,35.63,-117.67,0.635
6.0653,18,6.55673,0.969743,1777,2.68835,35.63,-117.68,1.053
5.5773,5,7.36215,1.12617,1335,3.11916,35.63,-117.69,1.09
3.5931,18,5.50104,1.02692,1426,2.95238,35.62,-117.7,0.719
3.5988,9,5.71563,1.12129,1929,2.59973,35.61,-117.68,0.845
6.0532,12,5.97153,0.857651,765,2.72242,35.6,-117.68,1.028
3.858,16,5.49897,0.991786,1473,3.02464,35.6,-117.7,0.702
2.1458,30,5.15318,1.27539,1481,2.54905,35.62,-117.68,0.524
4.25,10,5.3014,1.00998,1349,2.69261,35.61,-117.64,0.832
4.15,11,5.50093,1.06157,2728,2.54478,35.62,-117.66,0.857
4.8494,5,6.65313,1.08121,2623,3.04292,35.61,-117.66,0.872
2.5812,14,5.48896,1.23344,850,2.68139,35.6,-117.66,0.917
3.9261,12,5.6573,1.04494,1027,2.88483,35.63,-117.76,1.013
5.5551,9,6.70951,1.06514,1518,2.67254,35.55,-117.68,1.425
1.8984,19,4.30651,1.11111,598,2.29119,35.65,-117.81,0.543
4.1518,13,6.19807,1.08454,1181,2.85266,35.73,-117.87,0.918
5.0762,11,5.91554,1.06757,765,2.58446,35.54,-117.84,0.98
3.1755,15,5.33258,1.09502,1110,2.51131,35.65,-117.74,0.817
1.9962,28,5.15633,1.30997,858,2.31267,35.35,-117.84,0.508
3.4015,21,4.80387,1.17403,945,2.6105,35.05,-118,0.865
3.3693,30,5.47109,1.09208,1347,2.88437,35.03,-117.82,0.718
1.625,4,3,0.5,8,1.33333,35.22,-117.76,2.75
2.375,4,1,1,6,3,35.21,-117.79,1.375
3.3889,15,6.09494,1.14241,917,2.9019,35.12,-118.01,0.685
3.5391,5,5.72491,1.08619,2504,2.95632,35.13,-117.98,0.819
4.25,4,6.23223,1.18957,1150,2.72512,35.13,-117.95,1.044
4.875,1,5.53333,1,32,2.13333,35.08,-117.95,1.417
4.5724,4,6.83704,1.22963,352,2.60741,35.1,-117.98,0.845
2.875,15,5.89189,1.12432,960,2.59459,35.16,-117.99,0.878
2.9583,20,5.49057,1.10063,422,2.65409,34.92,-118.27,0.917
2.8097,11,5.62156,1.13303,3571,2.73012,34.86,-118.34,1.3
3.4338,28,5.20877,1.13684,1644,2.88421,35.03,-117.68,0.549
4.2292,33,5.84191,1.12868,853,3.13603,34.99,-117.68,0.644
1.9107,36,4.91286,1.3112,672,2.78838,35,-117.65,0.398
2.6149,10,5.59927,1.22899,2227,2.71255,34.86,-118.15,0.835
3.0184,9,5.42086,1.05396,761,2.73741,34.87,-118.17,0.879
5.0553,2,6.22189,1.15089,923,2.73077,34.87,-118.19,1.111
2.7361,21,4.27798,0.974729,1488,2.68592,34.86,-118.17,0.833
2.0441,15,4.06464,1.12548,569,2.1635,35.06,-118.15,0.733
2.5875,44,4.66547,1.10432,776,2.79137,35.05,-118.16,0.689
3.7452,14,5.68821,1.08935,1631,3.10076,35.05,-118.19,0.832
2.16,29,4.95846,1.09199,821,2.4362,35.04,-118.15,0.568
4.625,7,6.68349,1.11162,1932,2.95413,35.16,-118.51,1.368
4.0581,7,7.05401,1.23504,3617,2.64015,35.2,-118.66,1.629
2.3917,10,6.58969,1.3565,1167,2.61659,35.27,-118.34,0.79
3.6949,4,5.73365,1.12875,4631,3.15463,35.14,-118.48,1.158
3.4911,6,7.59336,1.34025,1243,2.57884,35.08,-118.61,1.372
3.8917,11,7.14716,1.35816,1539,2.72872,34.99,-118.61,1.208
2.6417,19,5.01452,1.03226,1457,2.35,35.13,-118.46,0.949
3.2405,16,6.11377,1.21557,2033,3.04341,35.12,-118.46,0.855
3.2632,8,5.46667,1.04444,930,2.58333,35.12,-118.43,0.998
1.7917,34,4.3985,1.09023,602,2.26316,35.13,-118.44,0.8
1.8636,21,4.85678,1.14322,1133,2.8977,35.13,-118.44,0.679
2.7845,28,5.10826,1.01994,1233,3.51282,35.3,-118.91,0.822
4,24,7.28804,1.16304,667,3.625,35.26,-118.95,0.945
2.6302,33,6.07143,1.10714,717,3.65816,35.27,-118.83,0.813
1.9236,29,5.12648,1.03557,909,3.59289,35.13,-118.92,1.063
1.7656,26,4.14937,0.891139,1222,3.09367,35.23,-118.85,0.68
1.9688,31,4.10801,1.01045,2302,4.01045,35.23,-118.82,0.539
2.1357,17,4.3245,1.06843,1763,3.89183,35.2,-118.83,0.535
2.1136,34,4.8022,1.03077,1910,4.1978,35.2,-118.82,0.573
1.9907,17,4.34165,1.05772,2566,4.00312,35.2,-118.85,0.512
2.0921,29,4.57843,1.03595,1344,4.39216,35.27,-118.91,0.614
1.9066,31,4.21757,1.02402,5666,3.88881,35.26,-118.9,0.546
2.0174,20,4.14674,1.00435,3450,3.75,35.26,-118.92,0.637
1.7716,29,4.13162,1.07725,2949,4.21888,35.24,-118.91,0.455
2.2885,38,5.43316,1.08021,540,2.8877,36.41,-119.69,0.75
3.4926,30,5.36023,0.971182,1123,3.23631,36.44,-119.57,0.942
3.0375,26,6.14791,1.09003,1002,3.22186,36.37,-119.55,1.263
3.3214,25,6.09386,1.09025,879,3.17329,36.38,-119.69,1.031
3.1406,41,5.69178,1.02055,443,3.03425,36.37,-119.78,1
2.7159,25,5.69485,0.988971,819,3.01103,36.37,-119.83,1.014
2.9167,26,5.67871,1.06426,779,3.12851,36.34,-119.87,0.839
2.0285,25,5.29304,1.03544,7679,4.86013,36.32,-119.93,1.063
3.0667,19,5.3575,1.01153,1971,3.24712,36.32,-119.79,0.758
3.9926,14,5.55556,1.0098,1867,3.05065,36.32,-119.77,0.925
3.1667,14,4.78439,1.08178,737,2.73978,36.31,-119.78,1.264
2.6218,14,4.68408,1.09936,2191,2.79108,36.31,-119.77,0.691
2.2937,25,5.18626,1.07076,2414,2.51197,36.31,-119.79,0.723
2.1038,24,5.01595,1.07289,1052,2.39636,36.3,-119.77,0.62
2.1681,30,5.24432,1.1108,1255,3.56534,36.3,-119.78,0.666
4.3438,16,5.94118,0.958478,903,3.12457,36.3,-119.79,0.931
4.2917,6,5.14228,0.922764,764,3.10569,36.29,-119.79,1.042
2.0673,18,5.41379,1.1092,424,2.43678,36.32,-119.82,0.875
3.2386,16,5.03,1.06,515,2.575,36.33,-119.78,1.125
4.5714,29,6.05502,1.01942,1066,3.44984,36.27,-119.78,1.008
5.1728,7,4.65049,0.815534,327,3.17476,36.29,-119.8,1.075
3.1071,24,5.13208,1.0566,442,4.16981,36.28,-119.81,0.561
3.2019,33,6.12857,1.01905,580,2.7619,36.34,-119.72,1.125
2.2721,40,4.62891,0.863281,676,2.64062,36.32,-119.72,0.526
2.6477,40,6.29947,1.30481,586,3.13369,36.32,-119.7,0.435
2.8281,20,6.1,1.0825,1579,3.9475,36.31,-119.73,0.602
2.2895,10,4.34545,0.913636,693,3.15,36.3,-119.7,0.62
4.9432,10,6.89873,1.03797,470,2.97468,36.35,-119.67,1.188
3.5486,4,6.20833,1.305,1478,2.46333,36.37,-119.65,1.48
4.3911,21,5.97603,0.910959,837,2.86644,36.35,-119.65,1.079
2.8788,38,5.8622,1.05773,1378,2.56611,36.35,-119.65,0.855
3.1094,15,4.40921,0.956522,947,2.42199,36.35,-119.66,0.919
5.2134,13,7.5641,1.08974,1055,3.38141,36.36,-119.64,0.974
3.8108,23,5.43932,0.962393,1525,2.60684,36.35,-119.64,0.904
4.2396,4,5.19753,1.05864,920,2.83951,36.35,-119.63,0.906
2.6145,10,5.11699,1.02228,1864,2.5961,36.35,-119.62,0.803
2.8125,30,5.92282,1.04027,746,2.50336,36.35,-119.64,0.702
3.5536,26,6.68037,1.19178,699,3.19178,36.34,-119.63,0.714
1.8385,14,5.23792,1.07335,1633,2.92129,36.33,-119.63,0.675
3.0139,32,5.65152,1.07576,926,3.50758,36.33,-119.61,0.615
2.2333,36,5.95294,1.12549,749,2.93725,36.32,-119.63,0.61
2.6397,32,4.67832,0.965035,859,3.0035,36.34,-119.66,0.597
1.8529,46,5.35604,1.04334,752,2.32817,36.34,-119.65,0.672
3.0846,47,5.93333,1.13333,832,2.64127,36.34,-119.65,0.761
1.8606,32,4.7177,1.06858,1504,2.39872,36.34,-119.64,0.567
1.4524,41,4.29265,1.06241,1852,2.56865,36.33,-119.64,0.517
2.3523,52,5.17284,1.05761,624,2.5679,36.33,-119.65,0.591
1.3882,47,4.39419,1.11203,693,2.87552,36.33,-119.65,0.538
1.7596,26,5.10345,1.0431,268,2.31034,36.32,-119.68,1.208
2.9375,19,5.23629,1.02954,850,3.5865,36.33,-119.67,0.817
4.0909,16,5.27835,0.96134,1052,2.71134,36.33,-119.66,0.928
1.4194,10,4.10886,1.03544,988,2.50127,36.33,-119.66,0.581
2.3256,24,5.95955,1.2764,1532,3.4427,36.32,-119.66,0.568
2.5833,28,5.52083,1.15,873,3.6375,36.32,-119.68,0.544
2.9936,12,5.5,1.0743,1859,3.73293,36.31,-119.68,0.606
3.3681,18,5.41038,0.95283,717,3.38208,36.3,-119.66,0.705
1.5433,11,4.46207,1.08276,713,2.45862,36.32,-119.65,0.504
1.3569,32,4.60334,1.09186,1772,3.69937,36.32,-119.64,0.431
2.3466,28,5.22778,0.972222,588,3.26667,36.3,-119.65,0.534
1.5909,27,5.32746,1.10563,1071,3.77113,36.31,-119.64,0.501
1.8839,25,5.23229,1.05099,1460,4.13598,36.31,-119.61,0.463
2.625,20,5.95323,1.00668,1394,3.10468,36.27,-119.57,0.974
2.395,35,6.70333,1.16333,970,3.23333,36.25,-119.69,0.941
2.4286,23,4.14,0.9,171,3.42,36.18,-119.63,1
2.25,32,4.85161,1.02581,524,3.38065,36.11,-119.59,0.5
