linha,parte
4090,validacao
4091,validacao
4092,validacao
4093,treino
4094,treino
4095,validacao
4096,validacao
4097,validacao
4098,treino
4099,treino
4100,treino
4101,treino
4102,treino
4103,treino
4104,treino
4105,validacao
4106,treino
4107,validacao
4108,validacao
4109,treino
4110,treino
4111,treino
4112,treino
4113,teste
4114,teste
4115,validacao
4116,treino
4117,treino
4118,validacao
4119,treino
4120,teste
4121,treino
4122,validacao
4123,treino
4124,teste
4125,treino
4126,validacao
4127,treino
4128,treino
4129,treino
4130,treino
4131,teste
4132,validacao
4133,teste
4134,validacao
4135,treino
4136,treino
4137,validacao
4138,treino
4139,validacao
4140,treino
4141,teste
4142,teste
4143,teste
4144,treino
4145,treino
4146,teste
4147,treino
4148,treino
4149,teste
4150,treino
4151,treino
4152,treino
4153,treino
4154,treino
4155,treino
4156,validacao
4157,teste
4158,treino
4159,validacao
4160,treino
4161,validacao
4162,treino
4163,treino
4164,treino
4165,teste
4166,validacao
4167,treino
4168,validacao
4169,treino
4170,treino
4171,treino
4172,treino
4173,validacao
4174,treino
4175,teste
4176,treino
4177,treino
4178,treino
4179,treino
4180,teste
4181,treino
4182,validacao
4183,treino
4184,treino
4185,treino
4186,treino
4187,treino
4188,treino
4189,teste
4190,teste
4191,treino
4192,treino
4193,teste
4194,treino
4195,treino
4196,treino
4197,teste
4198,treino
4199,treino
4200,treino
4201,teste
4202,validacao
4203,treino
4204,validacao
4205,teste
4206,treino
4207,teste
4208,validacao
4209,treino
4210,treino
4211,validacao
4212,teste
4213,validacao
4214,teste
4215,treino
4216,treino
4217,treino
4218,teste
4219,teste
4220,treino
4221,teste
4222,treino
4223,treino
4224,teste
4225,treino
4226,teste
4227,teste
4228,validacao
4229,teste
4230,validacao
4231,treino
4232,validacao
4233,teste
4234,teste
4235,treino
4236,treino
4237,treino
4238,teste
4239,validacao
4240,teste
4241,treino
4242,validacao
4243,treino
4244,validacao
4245,treino
4246,treino
4247,treino
4248,treino
4249,teste
4250,treino
4251,treino
4252,validacao
4253,validacao
4254,treino
4255,validacao
4256,treino
4257,validacao
4258,treino
4259,treino
4260,treino
4261,treino
4262,treino
4263,teste
4264,treino
4265,treino
4266,treino
4267,treino
4268,treino
4269,validacao
4270,validacao
4271,teste
4272,treino
4273,treino
4274,treino
4275,treino
4276,treino
4277,validacao
4278,treino
4279,teste
4280,treino
4281,validacao
4282,treino
4283,teste
4284,validacao
4285,validacao
4286,validacao
4287,treino
4288,treino
4289,treino
4290,teste
4291,teste
4292,treino
4293,treino
4294,treino
4295,teste
4296,teste
4297,treino
4298,treino
4299,treino
4300,teste
4301,treino
4302,teste
4303,validacao
4304,validacao
4305,treino
4306,validacao
4307,treino
4308,treino
4309,treino
4310,treino
4311,teste
4312,treino
4313,teste
4314,treino
4315,validacao
4316,treino
4317,treino
4318,treino
4319,validacao
4320,validacao
4321,validacao
4322,validacao
4323,validacao
4324,treino
4325,validacao
4326,teste
4327,validacao
4328,treino
4329,teste
4330,treino
4331,treino
4332,teste
4333,treino
4334,treino
4335,teste
4336,treino
4337,teste
4338,teste
4339,treino
4340,treino
4341,validacao
4342,validacao
4343,validacao
4344,treino
4345,teste
4346,teste
4347,treino
4348,validacao
4349,treino
4350,validacao
4351,treino
4352,treino
4353,teste
4354,treino
4355,treino
4356,treino
4357,validacao
4358,teste
4359,treino
4360,teste
4361,treino
4362,teste
4363,treino
4364,teste
4365,validacao
4366,treino
4367,treino
4368,teste
4369,treino
4370,validacao
4371,treino
4372,teste
4373,treino
4374,validacao
4375,treino
4376,treino
4377,treino
4378,treino
4379,treino
4380,validacao
4381,treino
4382,teste
4383,treino
4384,treino
4385,treino
4386,teste
4387,treino
4388,treino
4389,treino
4390,treino
4391,teste
4392,teste
4393,treino
4394,teste
4395,treino
4396,teste
4397,treino
4398,treino
4399,validacao
4400,treino
4401,validacao
4402,treino
4403,treino
4404,teste
4405,treino
4406,teste
4407,treino
4408,validacao
4409,treino
4410,treino
4411,treino
4412,teste
4413,treino
4414,treino
4415,treino
4416,validacao
4417,treino
4418,teste
4419,teste
4420,validacao
4421,validacao
4422,treino
4423,validacao
4424,treino
4425,validacao
4426,teste
4427,teste
4428,treino
4429,validacao
4430,treino
4431,treino
4432,teste
4433,validacao
4434,treino
4435,validacao
4436,treino
4437,treino
4438,treino
4439,treino
4440,validacao
4441,treino
4442,validacao
4443,treino
4444,treino
4445,validacao
4446,validacao
4447,teste
4448,treino
4449,treino
4450,teste
4451,treino
4452,validacao
4453,treino
4454,validacao
4455,validacao
4456,teste
4457,treino
4458,treino
4459,treino
4460,treino
4461,validacao
4462,validacao
4463,validacao
4464,treino
4465,treino
4466,validacao
4467,validacao
4468,validacao
4469,treino
4470,treino
4471,validacao
4472,teste
4473,teste
4474,validacao
4475,treino
4476,teste
4477,validacao
4478,treino
4479,validacao
4480,treino
4481,treino
4482,teste
4483,teste
4484,treino
4485,treino
4486,teste
4487,teste
4488,validacao
4489,treino
4490,treino
4491,treino
4492,treino
4493,validacao
4494,teste
4495,treino
4496,treino
4497,treino
4498,treino
4499,treino
4500,treino
4501,treino
4502,treino
4503,treino
4504,treino
4505,treino
4506,validacao
4507,treino
4508,treino
4509,treino
4510,treino
4511,treino
4512,treino
4513,treino
4514,validacao
4515,validacao
4516,treino
4517,validacao
4518,treino
4519,treino
4520,treino
4521,treino
4522,validacao
4523,teste
4524,treino
4525,teste
4526,validacao
4527,teste
4528,treino
4529,treino
4530,treino
4531,teste
4532,validacao
4533,treino
4534,validacao
4535,teste
4536,treino
4537,treino
4538,teste
4539,treino
4540,treino
4541,treino
4542,teste
4543,treino
4544,validacao
4545,treino
4546,validacao
4547,teste
4548,validacao
4549,teste
4550,validacao
4551,treino
4552,treino
4553,validacao
4554,treino
4555,validacao
4556,teste
4557,treino
4558,validacao
4559,teste
4560,validacao
4561,treino
4562,validacao
4563,validacao
4564,treino
4565,treino
4566,validacao
4567,treino
4568,teste
4569,teste
4570,validacao
4571,teste
4572,treino
4573,validacao
4574,treino
4575,validacao
4576,treino
4577,validacao
4578,treino
4579,treino
4580,validacao
4581,treino
4582,treino
4583,validacao
4584,treino
4585,treino
4586,validacao
4587,treino
4588,treino
4589,treino
4590,treino
4591,treino
4592,treino
4593,treino
4594,treino
4595,validacao
4596,treino
4597,validacao
4598,treino
4599,validacao
4600,treino
4601,treino
4602,teste
4603,validacao
4604,treino
4605,treino
4606,validacao
4607,validacao
4608,treino
4609,treino
4610,treino
4611,treino
4612,treino
4613,teste
4614,treino
4615,teste
4616,treino
4617,treino
4618,treino
4619,treino
4620,teste
4621,treino
4622,validacao
4623,treino
4624,validacao
4625,treino
4626,treino
4627,validacao
4628,validacao
4629,teste
4630,treino
4631,treino
4632,treino
4633,validacao
4634,treino
4635,validacao
4636,treino
4637,treino
4638,teste
4639,treino
4640,treino
4641,treino
4642,teste
4643,validacao
4644,validacao
4645,teste
4646,treino
4647,treino
4648,teste
4649,treino
4650,treino
4651,treino
4652,teste
4653,validacao
4654,teste
4655,treino
4656,validacao
4657,teste
4658,validacao
4659,treino
4660,validacao
4661,teste
4662,treino
4663,treino
4664,teste
4665,validacao
4666,validacao
4667,treino
4668,validacao
4669,teste
4670,teste
4671,treino
4672,treino
4673,treino
4674,validacao
4675,validacao
4676,teste
4677,treino
4678,treino
4679,treino
4680,validacao
4681,treino
4682,treino
4683,treino
4684,treino
4685,teste
4686,treino
4687,treino
4688,treino
4689,validacao
4690,validacao
4691,validacao
4692,treino
4693,teste
4694,validacao
4695,treino
4696,teste
4697,treino
4698,treino
4699,treino
4700,validacao
4701,treino
4702,validacao
4703,treino
4704,treino
4705,treino
4706,treino
4707,teste
4708,treino
4709,treino
4710,validacao
4711,validacao
4712,treino
4713,treino
4714,treino
4715,treino
4716,treino
4717,treino
4718,treino
4719,teste
4720,treino
4721,treino
4722,treino
4723,treino
4724,validacao
4725,treino
4726,treino
4727,treino
4728,treino
4729,validacao
4730,validacao
4731,treino
4732,teste
4733,teste
4734,validacao
4735,validacao
4736,teste
4737,treino
4738,validacao
4739,treino
4740,treino
4741,treino
4742,treino
4743,validacao
4744,teste
4745,teste
4746,validacao
4747,treino
4748,teste
4749,treino
4750,treino
4751,teste
4752,treino
4753,teste
4754,validacao
4755,treino
4756,teste
4757,teste
4758,treino
4759,treino
4760,teste
4761,treino
4762,teste
4763,treino
4764,teste
4765,validacao
4766,validacao
4767,treino
4768,teste
4769,treino
4770,treino
4771,treino
4772,treino
4773,treino
4774,treino
4775,treino
4776,treino
4777,teste
4778,treino
4779,treino
4780,treino
4781,treino
4782,treino
4783,validacao
4784,treino
4785,validacao
4786,treino
4787,teste
4788,teste
4789,teste
4790,validacao
4791,teste
4792,treino
4793,teste
4794,treino
4795,treino
4796,validacao
4797,teste
4798,treino
4799,validacao
4800,treino
4801,treino
4802,treino
4803,treino
4804,treino
4805,treino
4806,validacao
4807,teste
4808,teste
4809,treino
4810,treino
4811,treino
4812,teste
4813,treino
4814,validacao
4815,treino
4816,treino
4817,treino
4818,treino
4819,treino
4820,treino
4821,treino
4822,teste
4823,treino
4824,treino
4825,treino
4826,treino
4827,treino
4828,treino
4829,treino
4830,treino
4831,treino
4832,teste
4833,teste
4834,teste
4835,treino
4836,validacao
4837,treino
4838,treino
4839,treino
4840,treino
4841,treino
4842,teste
4843,treino
4844,validacao
4845,validacao
4846,teste
4847,teste
4848,teste
4849,validacao
4850,validacao
4851,treino
4852,treino
4853,validacao
4854,validacao
4855,treino
4856,treino
4857,treino
4858,treino
4859,treino
4860,teste
4861,treino
4862,teste
4863,validacao
4864,treino
4865,teste
4866,treino
4867,treino
4868,treino
4869,teste
4870,teste
4871,teste
4872,teste
4873,validacao
4874,treino
4875,treino
4876,treino
4877,validacao
4878,teste
4879,treino
4880,treino
4881,treino
4882,treino
4883,treino
4884,teste
4885,treino
4886,treino
4887,treino
4888,teste
4889,treino
4890,teste
4891,treino
4892,teste
4893,treino
4894,teste
4895,treino
4896,teste
4897,treino
4898,validacao
4899,teste
4900,treino
4901,validacao
4902,treino
4903,teste
4904,treino
4905,treino
4906,treino
4907,treino
4908,treino
4909,validacao
4910,validacao
4911,treino
4912,teste
4913,treino
4914,treino
4915,treino
4916,treino
4917,validacao
4918,teste
4919,treino
4920,treino
4921,teste
4922,validacao
4923,treino
4924,validacao
4925,treino
4926,validacao
4927,treino
4928,treino
4929,teste
4930,teste
4931,teste
4932,treino
4933,validacao
4934,treino
4935,teste
4936,validacao
4937,teste
4938,teste
4939,treino
4940,treino
4941,validacao
4942,treino
4943,treino
4944,treino
4945,teste
4946,treino
4947,treino
4948,treino
4949,treino
4950,validacao
4951,treino
4952,treino
4953,treino
4954,validacao
4955,validacao
4956,treino
4957,treino
4958,validacao
4959,teste
4960,treino
4961,treino
4962,validacao
4963,treino
4964,treino
4965,treino
4966,teste
4967,treino
4968,teste
4969,treino
4970,validacao
4971,validacao
4972,validacao
4973,treino
4974,treino
4975,teste
4976,treino
4977,treino
4978,treino
4979,treino
4980,validacao
4981,treino
4982,teste
4983,treino
4984,teste
4985,treino
4986,validacao
4987,teste
4988,treino
4989,treino
4990,treino
4991,treino
4992,validacao
4993,treino
4994,teste
4995,teste
4996,teste
4997,treino
4998,validacao
4999,treino
5000,treino
5001,validacao
5002,teste
5003,treino
5004,treino
5005,treino
5006,treino
5007,treino
5008,treino
5009,treino
5010,treino
5011,treino
5012,treino
5013,treino
5014,treino
5015,validacao
5016,validacao
5017,teste
5018,treino
5019,treino
5020,treino
5021,treino
5022,validacao
5023,validacao
5024,treino
5025,validacao
5026,teste
5027,treino
5028,validacao
5029,treino
5030,validacao
5031,treino
5032,validacao
5033,validacao
5034,treino
5035,treino
5036,treino
5037,treino
5038,treino
5039,treino
5040,treino
5041,treino
5042,validacao
5043,teste
5044,validacao
5045,teste
5046,treino
5047,teste
5048,treino
5049,treino
5050,validacao
5051,treino
5052,validacao
5053,treino
5054,teste
5055,teste
5056,validacao
5057,teste
5058,treino
5059,treino
5060,treino
5061,validacao
5062,teste
5063,teste
5064,treino
5065,validacao
5066,validacao
5067,treino
5068,teste
5069,treino
5070,treino
5071,treino
5072,validacao
5073,treino
5074,validacao
5075,treino
5076,treino
5077,teste
5078,teste
5079,validacao
5080,treino
5081,teste
5082,teste
5083,validacao
5084,treino
5085,validacao
5086,treino
5087,treino
5088,teste
5089,treino
5090,treino
5091,teste
5092,validacao
5093,validacao
5094,treino
5095,treino
5096,treino
5097,treino
5098,treino
5099,teste
5100,teste
5101,teste
5102,treino
5103,validacao
5104,treino
5105,validacao
5106,treino
5107,validacao
5108,treino
5109,treino
5110,validacao
5111,treino
5112,treino
5113,validacao
5114,validacao
5115,treino
5116,treino
5117,treino
5118,treino
5119,treino
5120,validacao
5121,teste
5122,validacao
5123,validacao
5124,treino
5125,validacao
5126,treino
5127,treino
5128,treino
5129,validacao
5130,treino
5131,treino
5132,validacao
5133,treino
5134,teste
5135,treino
5136,teste
5137,treino
5138,treino
5139,treino
5140,treino
5141,treino
5142,treino
5143,treino
5144,treino
5145,treino
5146,treino
5147,treino
5148,treino
5149,validacao
5150,treino
5151,treino
5152,treino
5153,validacao
5154,treino
5155,treino
5156,treino
5157,treino
5158,treino
5159,teste
5160,treino
5161,treino
5162,treino
5163,validacao
5164,treino
5165,validacao
5166,treino
5167,validacao
5168,validacao
5169,teste
5170,teste
5171,teste
5172,teste
5173,teste
5174,treino
5175,validacao
5176,treino
5177,treino
5178,validacao
5179,teste
5180,treino
5181,treino
5182,treino
5183,treino
5184,treino
5185,teste
5186,teste
5187,validacao
5188,treino
5189,treino
5190,treino
5191,treino
5192,validacao
5193,treino
5194,teste
5195,treino
5196,teste
5197,treino
5198,treino
5199,treino
5200,treino
5201,validacao
5202,treino
5203,treino
5204,treino
5205,teste
5206,teste
5207,treino
5208,teste
5209,validacao
5210,treino
5211,treino
5212,treino
5213,treino
5214,treino
5215,treino
5216,treino
5217,teste
5218,treino
5219,treino
5220,treino
5221,treino
5222,treino
5223,validacao
5224,teste
5225,treino
5226,treino
5227,validacao
5228,treino
5229,treino
5230,treino
5231,teste
5232,treino
5233,treino
5234,teste
5235,validacao
5236,treino
5237,teste
5238,teste
5239,treino
5240,treino
5241,treino
5242,treino
5243,treino
5244,treino
5245,treino
5246,treino
5247,treino
5248,treino
5249,treino
5250,treino
5251,teste
5252,validacao
5253,teste
5254,teste
5255,treino
5256,validacao
5257,validacao
5258,treino
5259,teste
5260,treino
5261,treino
5262,teste
5263,treino
5264,treino
5265,teste
5266,treino
5267,validacao
5268,treino
5269,treino
5270,validacao
5271,treino
5272,treino
5273,treino
5274,treino
5275,treino
5276,teste
5277,treino
5278,teste
5279,treino
5280,treino
5281,treino
5282,treino
5283,validacao
5284,validacao
5285,treino
5286,treino
5287,treino
5288,teste
5289,teste
5290,treino
5291,treino
5292,treino
5293,treino
5294,treino
5295,teste
5296,validacao
5297,teste
5298,treino
5299,teste
5300,treino
5301,treino
5302,validacao
5303,treino
5304,treino
5305,treino
5306,treino
5307,treino
5308,treino
5309,treino
5310,treino
5311,treino
5312,treino
5313,teste
5314,treino
5315,validacao
5316,treino
5317,treino
5318,treino
5319,treino
5320,validacao
5321,treino
5322,treino
5323,treino
5324,teste
5325,validacao
5326,treino
5327,treino
5328,treino
5329,treino
5330,treino
5331,treino
5332,treino
5333,treino
5334,treino
5335,teste
5336,treino
5337,treino
5338,treino
5339,teste
5340,validacao
5341,validacao
5342,treino
5343,validacao
5344,teste
5345,treino
5346,teste
5347,teste
5348,teste
5349,treino
5350,treino
5351,teste
5352,treino
5353,treino
5354,treino
5355,treino
5356,treino
5357,validacao
5358,treino
5359,teste
5360,teste
5361,treino
5362,teste
5363,treino
5364,treino
5365,treino
5366,treino
5367,validacao
5368,treino
5369,validacao
5370,validacao
5371,teste
5372,teste
5373,treino
5374,treino
5375,treino
5376,treino
5377,treino
5378,teste
5379,treino
5380,teste
5381,validacao
5382,treino
5383,teste
5384,validacao
5385,treino
5386,validacao
5387,validacao
5388,teste
5389,treino
5390,treino
5391,treino
5392,validacao
5393,teste
5394,treino
5395,treino
5396,teste
5397,treino
5398,treino
5399,teste
5400,validacao
5401,validacao
5402,treino
5403,treino
5404,validacao
5405,treino
5406,validacao
5407,validacao
5408,treino
5409,treino
5410,teste
5411,treino
5412,treino
5413,teste
5414,treino
5415,teste
5416,validacao
5417,treino
5418,validacao
5419,treino
5420,validacao
5421,treino
5422,teste
5423,treino
5424,treino
5425,teste
5426,teste
5427,treino
5428,treino
5429,teste
5430,teste
5431,treino
5432,treino
5433,validacao
5434,validacao
5435,treino
5436,validacao
5437,validacao
5438,treino
5439,treino
5440,treino
5441,teste
5442,treino
5443,validacao
5444,treino
5445,teste
5446,treino
5447,treino
5448,treino
5449,treino
5450,validacao
5451,treino
5452,validacao
5453,validacao
5454,treino
5455,validacao
5456,teste
5457,treino
5458,teste
5459,treino
5460,treino
5461,treino
5462,validacao
5463,treino
5464,validacao
5465,treino
5466,treino
5467,teste
5468,treino
5469,validacao
5470,teste
5471,treino
5472,validacao
5473,treino
5474,treino
5475,validacao
5476,treino
5477,teste
5478,treino
5479,teste
5480,treino
5481,teste
5482,treino
5483,treino
5484,validacao
5485,treino
5486,teste
5487,treino
5488,treino
5489,treino
5490,treino
5491,treino
5492,validacao
5493,treino
5494,teste
5495,treino
5496,validacao
5497,treino
5498,treino
5499,teste
5500,treino
5501,treino
5502,treino
5503,treino
5504,treino
5505,treino
5506,teste
5507,treino
5508,treino
5509,validacao
5510,teste
5511,treino
5512,treino
5513,teste
5514,teste
5515,treino
5516,validacao
5517,validacao
5518,treino
5519,teste
5520,treino
5521,teste
5522,treino
5523,teste
5524,treino
5525,validacao
5526,treino
5527,validacao
5528,validacao
5529,treino
5530,treino
5531,teste
5532,treino
5533,teste
5534,treino
5535,treino
5536,treino
5537,treino
5538,treino
5539,treino
5540,treino
5541,treino
5542,validacao
5543,treino
5544,treino
5545,treino
5546,treino
5547,validacao
5548,teste
5549,teste
5550,validacao
5551,treino
5552,treino
5553,treino
5554,validacao
5555,treino
5556,teste
5557,treino
5558,validacao
5559,treino
5560,treino
5561,teste
5562,treino
5563,treino
5564,treino
5565,validacao
5566,treino
5567,teste
5568,teste
5569,validacao
5570,treino
5571,teste
5572,teste
5573,teste
5574,validacao
5575,treino
5576,treino
5577,treino
5578,treino
5579,validacao
5580,treino
5581,treino
5582,treino
5583,treino
5584,treino
5585,teste
5586,validacao
5587,treino
5588,treino
5589,treino
5590,teste
5591,teste
5592,validacao
5593,validacao
5594,treino
5595,teste
5596,treino
5597,validacao
5598,treino
5599,treino
5600,teste
5601,teste
5602,treino
5603,teste
5604,teste
5605,treino
5606,treino
5607,teste
5608,treino
5609,teste
5610,teste
5611,treino
5612,treino
5613,treino
5614,validacao
5615,treino
5616,treino
5617,validacao
5618,treino
5619,treino
5620,treino
5621,treino
5622,treino
5623,treino
5624,validacao
5625,treino
5626,teste
5627,treino
5628,teste
5629,teste
5630,validacao
5631,treino
5632,teste
5633,treino
5634,treino
5635,validacao
5636,treino
5637,treino
5638,treino
5639,treino
5640,teste
5641,treino
5642,teste
5643,treino
5644,treino
5645,treino
5646,treino
5647,treino
5648,validacao
5649,treino
5650,treino
5651,treino
5652,treino
5653,treino
5654,treino
5655,treino
5656,treino
5657,teste
5658,treino
5659,treino
5660,validacao
5661,treino
5662,treino
5663,validacao
5664,treino
5665,teste
5666,treino
5667,treino
5668,treino
5669,treino
5670,treino
5671,treino
5672,teste
5673,treino
5674,teste
5675,treino
5676,validacao
5677,treino
5678,treino
5679,treino
5680,teste
5681,teste
5682,treino
5683,teste
5684,treino
5685,treino
5686,treino
5687,validacao
5688,validacao
5689,validacao
5690,treino
5691,treino
5692,teste
5693,validacao
5694,treino
5695,treino
5696,teste
5697,treino
5698,treino
5699,treino
5700,treino
5701,treino
5702,validacao
5703,treino
5704,treino
5705,treino
5706,validacao
5707,validacao
5708,validacao
5709,treino
5710,teste
5711,treino
5712,treino
5713,validacao
5714,validacao
5715,treino
5716,treino
5717,teste
5718,treino
5719,treino
5720,validacao
5721,treino
5722,treino
5723,validacao
5724,treino
5725,treino
5726,treino
5727,treino
5728,treino
5729,teste
5730,treino
5731,treino
5732,teste
5733,validacao
5734,teste
5735,teste
5736,teste
5737,treino
5738,treino
5739,treino
5740,treino
5741,treino
5742,teste
5743,validacao
5744,teste
5745,treino
5746,treino
5747,treino
5748,treino
5749,teste
5750,teste
5751,treino
5752,validacao
5753,teste
5754,treino
5755,treino
5756,validacao
5757,treino
5758,teste
5759,validacao
5760,validacao
5761,treino
5762,teste
5763,teste
5764,teste
5765,teste
5766,treino
5767,teste
5768,treino
5769,treino
5770,validacao
5771,treino
5772,treino
5773,teste
5774,treino
5775,treino
5776,treino
5777,treino
5778,treino
5779,treino
5780,treino
5781,treino
5782,treino
5783,treino
5784,treino
5785,treino
5786,treino
5787,treino
5788,validacao
5789,treino
5790,teste
5791,validacao
5792,teste
5793,treino
5794,treino
5795,treino
5796,treino
5797,treino
5798,treino
5799,treino
5800,validacao
5801,treino
5802,treino
5803,validacao
5804,treino
5805,treino
5806,treino
5807,teste
5808,treino
5809,treino
5810,treino
5811,teste
5812,validacao
5813,treino
5814,treino
5815,treino
5816,teste
5817,treino
5818,treino
5819,treino
5820,treino
5821,treino
5822,teste
5823,validacao
5824,treino
5825,validacao
5826,treino
5827,treino
5828,treino
5829,treino
5830,validacao
5831,treino
5832,treino
5833,treino
5834,treino
5835,validacao
5836,treino
5837,treino
5838,treino
5839,treino
5840,teste
5841,validacao
5842,validacao
5843,treino
5844,validacao
5845,treino
5846,validacao
5847,treino
5848,treino
5849,treino
5850,treino
5851,validacao
5852,teste
5853,validacao
5854,treino
5855,teste
5856,teste
5857,validacao
5858,validacao
5859,treino
5860,validacao
5861,validacao
5862,teste
5863,teste
5864,validacao
5865,treino
5866,treino
5867,teste
5868,treino
5869,treino
5870,treino
5871,treino
5872,validacao
5873,teste
5874,treino
5875,teste
5876,treino
5877,treino
5878,treino
5879,treino
5880,treino
5881,treino
5882,teste
5883,treino
5884,treino
5885,teste
5886,teste
5887,teste
5888,treino
5889,validacao
5890,treino
5891,treino
5892,teste
5893,treino
5894,treino
5895,treino
5896,validacao
5897,treino
5898,teste
5899,treino
5900,teste
5901,treino
5902,teste
5903,treino
5904,treino
5905,teste
5906,validacao
5907,treino
5908,teste
5909,treino
5910,validacao
5911,validacao
5912,treino
5913,validacao
5914,treino
5915,treino
5916,validacao
5917,treino
5918,treino
5919,treino
5920,treino
5921,treino
5922,treino
5923,treino
5924,treino
5925,treino
5926,teste
5927,treino
5928,treino
5929,validacao
5930,treino
5931,treino
5932,treino
5933,treino
5934,treino
5935,treino
5936,teste
5937,treino
5938,validacao
5939,treino
5940,treino
5941,teste
5942,treino
5943,validacao
5944,treino
5945,validacao
5946,treino
5947,teste
5948,treino
5949,validacao
5950,treino
5951,teste
5952,treino
5953,treino
5954,treino
5955,treino
5956,treino
5957,treino
5958,validacao
5959,treino
5960,validacao
5961,validacao
5962,treino
5963,treino
5964,teste
5965,treino
5966,treino
5967,treino
5968,validacao
5969,treino
5970,treino
5971,treino
5972,treino
5973,teste
5974,validacao
5975,teste
5976,validacao
5977,treino
5978,treino
5979,treino
5980,treino
5981,treino
5982,validacao
5983,teste
5984,validacao
5985,treino
5986,treino
5987,validacao
5988,treino
5989,validacao
5990,treino
5991,validacao
5992,treino
5993,treino
5994,treino
5995,validacao
5996,treino
5997,treino
5998,validacao
5999,treino
6000,treino
6001,validacao
6002,treino
6003,treino
6004,treino
6005,validacao
6006,treino
6007,treino
6008,treino
6009,teste
6010,treino
6011,teste
6012,treino
6013,treino
6014,teste
6015,treino
6016,validacao
6017,treino
6018,treino
6019,validacao
6020,treino
6021,validacao
6022,treino
6023,treino
6024,validacao
6025,teste
6026,treino
6027,treino
6028,treino
6029,teste
6030,treino
6031,treino
6032,treino
6033,treino
6034,teste
6035,treino
6036,validacao
6037,treino
6038,treino
6039,treino
6040,teste
6041,teste
6042,teste
6043,teste
6044,treino
6045,treino
6046,treino
6047,treino
6048,validacao
6049,validacao
6050,teste
6051,treino
6052,treino
6053,validacao
6054,treino
6055,teste
6056,teste
6057,teste
6058,treino
6059,teste
6060,treino
6061,teste
6062,treino
6063,treino
6064,treino
6065,treino
6066,treino
6067,teste
6068,treino
6069,validacao
6070,teste
6071,treino
6072,validacao
6073,teste
6074,teste
6075,validacao
6076,validacao
6077,treino
6078,treino
6079,validacao
6080,teste
6081,validacao
6082,treino
6083,treino
6084,treino
6085,treino
6086,treino
6087,treino
6088,validacao
6089,treino
6090,treino
6091,treino
6092,teste
6093,treino
6094,treino
6095,teste
6096,treino
6097,treino
6098,validacao
6099,validacao
6100,treino
6101,treino
6102,treino
6103,treino
6104,treino
6105,validacao
6106,treino
6107,treino
6108,treino
6109,treino
6110,treino
6111,treino
6112,validacao
6113,teste
6114,treino
6115,treino
6116,teste
6117,teste
6118,treino
6119,validacao
6120,teste
6121,validacao
6122,treino
6123,teste
6124,teste
6125,treino
6126,validacao
6127,treino
6128,validacao
6129,validacao
6130,validacao
6131,treino
6132,treino
6133,teste
6134,validacao
6135,validacao
6136,treino
6137,treino
6138,treino
6139,treino
6140,treino
6141,validacao
6142,teste
6143,treino
6144,validacao
6145,treino
6146,teste
6147,treino
6148,validacao
6149,treino
6150,validacao
6151,treino
6152,treino
6153,teste
6154,treino
6155,treino
6156,treino
6157,validacao
6158,teste
6159,teste
6160,treino
6161,treino
6162,teste
6163,validacao
6164,treino
6165,treino
6166,treino
6167,treino
6168,treino
6169,teste
6170,treino
6171,treino
6172,treino
6173,teste
6174,treino
6175,treino
6176,validacao
6177,treino
6178,teste
6179,treino
6180,treino
6181,validacao
6182,validacao
6183,treino
6184,teste
6185,treino
6186,treino
6187,teste
6188,teste
6189,validacao
6190,teste
6191,teste
6192,treino
6193,treino
6194,treino
6195,validacao
6196,treino
6197,validacao
6198,treino
6199,validacao
6200,treino
6201,treino
6202,treino
6203,treino
6204,treino
6205,treino
6206,treino
6207,treino
6208,treino
6209,treino
6210,validacao
6211,treino
6212,treino
6213,treino
6214,validacao
6215,treino
6216,teste
6217,treino
6218,treino
6219,treino
6220,treino
6221,validacao
6222,treino
6223,treino
6224,teste
6225,treino
6226,teste
6227,treino
6228,validacao
6229,treino
6230,treino
6231,treino
6232,treino
6233,validacao
6234,teste
6235,treino
6236,validacao
6237,treino
6238,treino
6239,validacao
6240,treino
6241,treino
6242,treino
6243,treino
6244,teste
6245,teste
6246,validacao
6247,treino
6248,validacao
6249,treino
6250,teste
6251,validacao
6252,teste
6253,treino
6254,validacao
6255,validacao
6256,treino
6257,treino
6258,teste
6259,teste
6260,treino
6261,treino
6262,teste
6263,treino
6264,treino
6265,treino
6266,teste
6267,treino
6268,treino
6269,treino
6270,treino
6271,teste
6272,teste
6273,treino
6274,teste
6275,treino
6276,teste
6277,treino
6278,validacao
6279,treino
6280,treino
6281,treino
6282,treino
6283,teste
6284,treino
6285,treino
6286,teste
6287,treino
6288,teste
6289,treino
6290,teste
6291,treino
6292,validacao
6293,validacao
6294,teste
6295,teste
6296,treino
6297,teste
6298,treino
6299,validacao
6300,teste
6301,validacao
6302,treino
6303,treino
6304,treino
6305,validacao
6306,treino
6307,validacao
6308,teste
6309,teste
6310,treino
6311,treino
6312,validacao
6313,treino
6314,teste
6315,treino
6316,treino
6317,validacao
6318,teste
6319,treino
6320,validacao
6321,treino
6322,validacao
6323,treino
6324,treino
6325,treino
6326,teste
6327,validacao
6328,teste
6329,treino
6330,treino
6331,treino
6332,teste
6333,validacao
6334,treino
6335,treino
6336,teste
6337,treino
6338,teste
6339,treino
6340,validacao
6341,validacao
6342,validacao
6343,treino
